Reference Number,Stimulus,Exam,Question Pool,Tags,Option 1,Option 2,Option 3,Option 4,Correct Answer,ImageFileName,TagsToSyllabus,Section,Topic,Tag
2025-Full6044,The rapid fluttering typical of VHF auroral contacts is caused by,2025 Full V1.6b,2025 Full V1.6b - Propagation,A5C_3,ionisation effects of a changing D layer.,the interaction between the radio waves and the charged particles which cause the aurora.,the random movements of the auroral curtains which can reflect VHF radio waves.,the normal atmospheric scintillation evident over such lengthy auroral paths.,C,,5C3,Propagation,VHF and above,AP_3
2025-Full620,The electric field strength of radio frequency electromagnetic radiation is measured in,2025 Full V1.6b,2025 Full V1.6b - Propagation,A5A_1,watts per square metre,amps per metre,volts,volts per metre,D,,5A1,Propagation,Radio propagation: key concepts,AP_1
2025-Full624,At a distance from a transmitter the power flux density (PFD) is 1W/m² and the electric field strength (FS) is approximately 20V/m. At twice that distance the PFD is,2025 Full V1.6b,2025 Full V1.6b - Propagation,A5A_1,0.25 W/m² and FS is 5V/m,0.25 W/m² and FS is 10V/m,0.5 W/m² and FS is 5V/m,0.5 W/m² and FS is 10V/m,B,,5A1,Propagation,Radio propagation: key concepts,AP_1
2025-Full627,"When travelling away from a transmitter on clear ground, it is noted that the field strength has halved. The power flux density can be expected to",2025 Full V1.6b,2025 Full V1.6b - Propagation,A5A_1,have reduced by a factor of about √2 (square root 2),have reduced to a quarter of its initial value,remain more or less constant,have halved,B,,5A1,Propagation,Radio propagation: key concepts,AP_1
2025-Full648,The Critical Frequency is the,2025 Full V1.6b,2025 Full V1.6b - Propagation,A5B_2,best frequency to use if fading and losses are to be avoided,lowest frequency not absorbed by the D-layer in the daytime,highest frequency refracted vertically back to the transmitter,highest frequency that can propagate over a given path,C,,5B2,Propagation,Ionosphere,AP_2
2025-Full650,The Critical Frequency will,2025 Full V1.6b,2025 Full V1.6b - Propagation,A5B_2,remain constant throughout the day and night,be higher or lower than the MUF depending on conditions,always be higher than the MUF,always be lower than the MUF,D,,5B2,Propagation,Ionosphere,AP_2
2025-Full652,The maximum usable frequency (MUF) undergoes both daily and annual changes. The lowest MUF over a particular path normally occurs in the,2025 Full V1.6b,2025 Full V1.6b - Propagation,A5B_2,winter at night,winter during the day,summer at night,summer during the day,A,,5B2,Propagation,Ionosphere,AP_2
2025-Full653,During the summer the,2025 Full V1.6b,2025 Full V1.6b - Propagation,A5B_2,variation of the MUF over the 24 hour cycle is a minimum,variation of the MUF over the 24 hour cycle is a maximum,critical frequency is at its maximum,critical frequency can be higher than the MUF,A,,5B2,Propagation,Ionosphere,AP_2
2025-Full7752,Which one of the items below SHOULD NOT be included when calculating a link budget?,2025 Full V1.6b,2025 Full V1.6b - Propagation,A5D_2,RF power amplifier gain.,Spreading loss.,Antenna gain.,Feeder loss.,A,,5D2,Propagation,Other features,AP_3
2025-Full7758,The polarisation of an HF antenna is less significant than VHF or UHF antennas because,2025 Full V1.6b,2025 Full V1.6b - Propagation,A5B_4,reflections off the ground close to the receiving antenna may change the polarisation.,an antenna is equally susceptible to the E or H field when less than a wavelength above the ground.,the antenna is typically shorter than the wavelength so less affected by polarisation.,the polarisation of the transmitted wave can be changed in the ionosphere.,D,,5B4,Propagation,Ionosphere,AP_2
2025-Full7802,What effect does the presence of sunspots have on HF propagation?,2025 Full V1.6b,2025 Full V1.6b - Propagation,A5B_1,Sunspots increase the level of ionisation and typically the MUF is decreased and propagation improves.,Sunspots increase the level of ionisation and typically the MUF is increased and propagation improves.,Sunspots decrease the level of ionisation and typically the MUF is decreased and propagation is poorer.,Sunspots decrease the level of ionisation and typically the MUF is increased and propagation is poorer.,B,,5B1,Propagation,Ionosphere,AP_2
2025-Full7805,The mode of propagation known as NVIS is normally used for,2025 Full V1.6b,2025 Full V1.6b - Propagation,A5B_3,HF contacts over relatively short distances.,HF tropospheric contacts below the LUF.,VHF contacts via the E-layer of the ionosphere.,VHF tropospheric contacts above the MUF.,A,,5B3,Propagation,Ionosphere,AP_2
2025-Full7810,A large solar flare will,2025 Full V1.6b,2025 Full V1.6b - Propagation,A5B_1,increase the ionisation of the F-layers so the MUF increases quite markedly and causing a considerable improvement in HF propagation.,increase the ionisation in the D-layer increasing the absorption of radio waves and increasing the LUF such that HF propagation is disrupted.,increase the number of charged particles entering the higher layers of the ionosphere ensuring improved propagation over several days,interact with the earth's magnetic field to deflect charged particles away from the lower ionospheric layers and reducing the LUF.,B,,5B1,Propagation,Ionosphere,AP_2
2025-Full7811,An ionospheric fade-out or Sudden Ionospheric Disturbance is normally caused by,2025 Full V1.6b,2025 Full V1.6b - Propagation,A5B_1,prolonged high temperatures.,a full moon.,a recent solar flare.,a sunspot minima.,C,,5B1,Propagation,Ionosphere,AP_2
2025-Full7812,The polarisation of HF antennas is less of a concern than VHF and UHF antennas because,2025 Full V1.6b,2025 Full V1.6b - Propagation,A5B_4,the ionosphere can change the polarisation of the refracted wave.,the antennas are frequently shorter than a wavelength.,both the electric and magnetic fields can induce currents in a long wire.,fading can occur on both polarisations with equal probability.,A,,5B4,Propagation,Ionosphere,AP_2
2025-Full7818,Galactic noise is,2025 Full V1.6b,2025 Full V1.6b - Propagation,A5D_1,due to scattering in the upper atmosphere of the electromagnetic waves emanating from the sun.,random noise originating outside the earth's atmosphere.,the sum total of natural noise from thunderstorms and other atmospheric phenomenon.,the random movement of charged particles caught up in the solar wind.,B,,5D1,Propagation,Other features,AP_3
2025-Full7925,"It is noticed that on 2m switching from a vertical to horizontal antenna causes a loss of signal of almost 20dB. However, on a long-distance HF contact it makes relatively little difference. This is probably because",2025 Full V1.6b,2025 Full V1.6b - Propagation,A5B_4,the polarisation changes in the ionosphere and is unlikely to be close to either vertical or horizontal on arrival at the receiving station.,the polarisation will slowly change in the troposphere to align more closely with the angle of the Earth's magnetic field.,at lower frequencies the antenna is usually less than half a wavelength above the ground and the polarisation is largely irrelevant.,the feeder can form part of the antenna system so there is both a vertical and a horizontal component which enables either polarisation to be received.,A,,5B4,Propagation,Ionosphere,AP_2
2025-Full7926,What is the basis of auroral propagation?,2025 Full V1.6b,2025 Full V1.6b - Propagation,A5C_3,Calm solar conditions.,Reflection by ionised gasses.,A near-vertical magnetic field.,A very high critical frequency.,B,,5C3,Propagation,VHF and above,AP_3
2025-Full8122,Which factor is likely to affect a UHF link budget,2025 Full V1.6b,2025 Full V1.6b - Propagation,A5D_2,Weather,Operators skill,ambient temperature,wind speed,A,,5D2,Propagation,Other features,AP_3
2025-Full8123,Which action could be employed to optimise a wireless link budget?,2025 Full V1.6b,2025 Full V1.6b - Propagation,A5D_2,Increase the AF gain at the receiving station.,Increase the AF gain at the transmitting station.,Increase the RF gain at the receiving station.,"Use short, low loss feeders at each station.",D,,5D2,Propagation,Other features,AP_3
2025-Full8037,A PC network in a house has been installed using unscreened cable rather than screened cable. A likely outcome is that,2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6A_2,radio reception in the house will be virtually wiped out.,the network will be more vulnerable to radio transmissions.,the data rate on the network will be limited at all times.,poor matching and signal reflections may cause problems.,B,,6A2,Electro magnetic compatibility (EMC),EMC concepts,AEMC_1
2025-Full8038,Checks show that the outer braid of the TV down-lead is not continuous from the loft mounted aerial to the TV socket in the lounge. A likely effect of this is that,2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6A_2,the signal strength at the TV input will be unduly affected by heavy rainfall.,the SWR on the downlead will be excessive causing significant reflections.,the TV is more susceptible to suffer interference from nearby transmissions.,some of the TV channels are significantly degraded but others work fine.,C,,6A2,Electro magnetic compatibility (EMC),EMC concepts,AEMC_1
2025-Full8039,To simplify the installation of an alarm system a single wire is run from the control unit through each sensor in series round the house and then back to the control unit. A risk with this approach is that,2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6A_2,there is a high likelihood of the wiring picking up RF transmissions.,the loop will radiate RF which may interfere with TV reception.,it will be slightly harder to determine which sensor has triggered the alarm.,the loop needs to be balanced to achieve adequate immunity to RF.,A,,6A2,Electro magnetic compatibility (EMC),EMC concepts,AEMC_1
2025-Full8040,An amateur is offering a home designed transceiver for sale at an amateur rally. That means that the,2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6A_4,purchaser must be advised to perform checks to the relevant EMC regulations.,seller is responsible for ensuring the equipment complies with the amateur licence.,equipment must be checked to the relevant EMC regulations at the time of sale.,purchaser must ensure the equipment complies with the amateur licence before use.,D,,6A4,Electro magnetic compatibility (EMC),EMC concepts,AEMC_1
2025-Full8041,The Federation of Communication Services (FCS) is responsible for,2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6F_1,issuing guidance on the installation of radio equipment and related items in vehicles.,confirming on behalf of UK insurers that radio transmitters are suitable for installation in vehicles.,advising and arranging suitable insurance policies which cover the additional risks of mobile equipment.,advising on responsible and safe use of handheld radio equipment whilst driving a vehicle.,A,,6F1,Electro magnetic compatibility (EMC),Station design and antenna placement/mobile installations,AEMC_9
2025-Full240,The first action in dealing with an EMC complaint should be to,2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6G_1,carry out test transmissions on all bands at maximum power,seek details of times and days that the problem occurs,cease all amateur radio activity until the problem is resolved,complete a report form and send it to the local office of Ofcom,B,,6G1,Electro magnetic compatibility (EMC),Social aspects and testing,AEMC_10
2025-Full242,"If a neighbour calls with a list of dates and times when his TV picture has appeared distorted, the first action a licensed amateur should take is to",2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6G_1,suggest he considers changing to satellite TV,compare the list with the amateur's log if there is one,provide a braid breaking filter for the TV downlead,provide him with a copy of the official booklet 'Television and Radio Interference',B,,6G1,Electro magnetic compatibility (EMC),Social aspects and testing,AEMC_10
2025-Full243,"If a neighbour rebuffs all attempts to help resolve a problem of breakthrough on his CD player, the radio amateur should advise them to get in touch with",2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6G_1,the Police,their legal representative,Ofcom,Citizens Advice,C,,6G1,Electro magnetic compatibility (EMC),Social aspects and testing,AEMC_10
2025-Full246,What is the best thing for you to do when a neighbour complains of interference to television reception?,2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6G_1,Suggest that the neighbour contact Ofcom for an investigation,Contact Ofcom and ask them to investigate the complaint,Try to resolve the issue with the co-operation of the neighbour,"Ask the RSGB to liaise with the neighbour, on behalf of the amateur",C,,6G1,Electro magnetic compatibility (EMC),Social aspects and testing,AEMC_10
2025-Full249,"The installation instructions for a mobile transceiver state that the positive connection should be made direct to the car battery, via a suitable fuse. Why should the connection be direct to the battery?",2025 Full V1.6b,2025 Full V1.6b - Electro magnetic compatibility (EMC),A6F_2,Tampering with other wiring may invalidate the warranty,The extra power required could overload the car alternator,It is less likely that RF will get into other electrical items,Car wiring is not designed to have additional devices connected,C,,6F2,Electro magnetic compatibility (EMC),Station design and antenna placement/mobile installations,AEMC_9
